UKPMSSection,SectionDescription,Region,Site,RoadType,RoadName,Length,Ward,StartNode,EndNode,StartNodeEasting,StartNodeNorthing,EndNodeEasting,EndNodeNorthing,StartNodeLat,StartNodeLong,EndNodeLat,EndNodeLong
013/01878/017,"A191 Kenton Road - Kenton Road / Salters Road R/bt",011,01878,Principal,"KENTON ROAD",38,"West Gosforth",A191-0410,A191-0410,423210,567588,423210,567588,55.002248373329,-1.6371091381683,55.002248373329,-1.6371091381683
023/02654/005,"A695 Railway Street - from Plummer Street to Forth Street",008,02654,Principal,"RAILWAY STREET",312,Elswick,A695-0205,A695-0210,424126,563387,424354,563590,54.964450225214,-1.6231415369613,54.966263513273,-1.6195629267389
023/02654/010,"A695 Railway Street - from Forth Street to Scotswood Road / Marlbrough Crescent Junction",008,02654,Principal,"RAILWAY STREET",107,"Westgate (City Centre)",A695-0210,A189-0205,424354,563590,424318,563692,54.966263513273,-1.6195629267389,54.967181952224,-1.6201166235909
027/02887/115,"A189 Scotswood Road - from St James Boulevard to Marlborough Crescent",008,02887,Principal,"SCOTSWOOD ROAD",181,"Westgate (City Centre)",A189-0025,A189-0205,424198,563556,424318,563692,54.965965550809,-1.6220026332619,54.967181952224,-1.6201166235909
023/02140/005,"A189 Marlborough Crescent - from Scotswood Road to Westmorland Road",024,02140,Principal,"MARLBOROUGH CRESCENT",136,"Westgate (City Centre)",A189-0205,A189-0210,424318,563692,424305,563825,54.967181952224,-1.6201166235909,54.96837786658,-1.6203084241502
009/03306/006,"A186 West Road - A186 / A191 Denton Road R/bt",008,03306,Principal,"WEST ROAD",77,"Benwell and Scotswood",A186-0035,A186-0035,420269,565386,420269,565386,54.982587241585,-1.6832470481134,54.982587241585,-1.6832470481134
009/03306/007,"A186 West Road - from A186 / A191 Denton Road R/bt to A186 / B1305 Two Ball Lonnen R/bt",008,03306,Principal,"WEST ROAD",1062,"Benwell and Scotswood",A186-0040,A186-0045,420292,565375,421263,564945,54.982487446989,-1.6828884018867,54.978582493704,-1.667746367793
009/03306/008,"A186 West Road - A186 / B1305 Two Ball Lonnen R/bt",008,03306,Principal,"WEST ROAD",44,Fenham,A186-0045,A186-0045,421263,564945,421263,564945,54.978582493704,-1.667746367793,54.978582493704,-1.667746367793
009/03306/009,"A186 West Road - from A186 / B1305 Two Ball Lonnen R/bt to Beadling Gardens",008,03306,Principal,"WEST ROAD",1210,Elswick,A186-0050,A186-0105,421276,564940,422425,564569,54.9785370032,-1.6675436060855,54.97515240063,-1.6496188570855
027/02887/005,"A695 Scotswood Road - Eastbound - from A191 / A695 R/bt to Scotswood Bridge R/bt",008,02887,Principal,"SCOTSWOOD ROAD",324,"Benwell and Scotswood",A695-0010,A695-0015,419750,563995,419997,563803,54.970107000488,-1.6914534288707,54.968371621383,-1.687608098948
027/02887/010,"A695 Scotswood Road - Westbound - from Scotswood Bridge R/bt to A191/A695 R/bt",008,02887,Principal,"SCOTSWOOD ROAD",330,"Benwell and Scotswood",A695-0020,A6085-0525,419994,563782,419724,563968,54.968183011961,-1.6876564283791,54.969865377595,-1.6918614677738
027/02887/011,"A695 Scotswood Road - Scotswood Bridge R/bt",008,02887,Principal,"SCOTSWOOD ROAD",199,"Benwell and Scotswood",A695-0025,A695-0025,419995,563795,419995,563795,54.968299804567,-1.6876399002009,54.968299804567,-1.6876399002009
013/01454/023,"A189 Grandstand Road - Great North Road R/bt",022,01454,Principal,"GRANDSTAND ROAD",61,"North Jesmond",A189-0910,A189-0910,424635,566824,424635,566824,54.995313806321,-1.6148954200768,54.995313806321,-1.6148954200768
009/02941/005,"A191 Silver Lonnen - from A186 R/bt to A167 R/bt",010,02941,Principal,"SILVER LONNEN",1277,Fenham,A191-0105,A191-0110,420290,565388,421264,566186,54.982604360853,-1.6829187354303,54.989735431438,-1.6676386162122
011/00700/005,"A188 Chillingham Road - from A1058 R/bt to A193 / A188 R/bt",018,00700,Principal,"CHILLINGHAM ROAD",1337,"South Heaton",A188-0210,A188-0215,427035,566492,427323,565190,54.992205594792,-1.5774100609169,54.980488814695,-1.5730326208387
023/03345/205,"A189 Westmorland Road - from St James Boulevard to Neville Street",008,03345,Principal,"WESTMORLAND ROAD",160,"Westgate (City Centre)",A189-0305,A186-0505,424229,563828,424390,563827,54.968408528315,-1.6214954101831,54.96839168824,-1.6189804206416
023/02329/005,"A186 Neville Street - from Westgate Rd to Westmorland Rd",024,02329,Principal,"NEVILLE STREET",431,"Westgate (City Centre)",A186-0405,A186-0505,424798,563952,424390,563827,54.96949493702,-1.6125960109638,54.96839168824,-1.6189804206416
024/03794/023,"A167 Stamfordham Road -  A1 Interchange",026,03794,Principal,"STAMFORDHAM ROAD",278,Blakelaw,A167-0610,A167-0610,420563,566760,420563,566760,54.994923459438,-1.6785539905513,54.994923459438,-1.6785539905513
011/00700/003,"A188 Chillingham Road - A1058 R/bt",018,00700,Principal,"CHILLINGHAM ROAD",209,"North Heaton",A188-0205,A188-0205,427012,566562,427012,566562,54.992835932017,-1.5777629634508,54.992835932017,-1.5777629634508
020/03014/005,"A191 Station Road - from Centre Metro Overbridge  to A191 / A189 R/bt West",007,03014,Principal,"STATION ROAD",360,"East Gosforth",A191-0905,A191-0910,425170,568040,425514,568102,55.006215247044,-1.6064253331009,55.00675492434,-1.6010409371795
020/03014/006,"A191 Station Road - A191 / A189 R/bt West",007,03014,Principal,"STATION ROAD",34,"East Gosforth",A191-0910,A191-0910,425514,568102,425514,568102,55.00675492434,-1.6010409371795,55.00675492434,-1.6010409371795
027/02887/003,"A695 Scotswood Road - A1/A191/A695 R/bt",008,02887,Principal,"SCOTSWOOD ROAD",173,"Benwell and Scotswood",A695-0005,A695-0005,419740,563983,419740,563983,54.969999551093,-1.6916104787165,54.969999551093,-1.6916104787165
026/02582/002,"A6085 Ponteland Road - Southbound - from Bullnose to A69 R/bt North",013,02582,Principal,"PONTELAND ROAD",85,Newburn,A6085-0005,A6085-0010,415650,567725,415663,567642,55.003774714055,-1.7553015708426,55.003028373177,-1.7551028530247
026/02582/003,"A6085 Ponteland Road - Northbound - from A69 R/bt North to Bullnose",013,02582,Principal,"PONTELAND ROAD",90,Newburn,A6085-0015,A6085-0020,415636,567638,415641,567724,55.002993273542,-1.7555252229299,55.003766009824,-1.755442345226
023/04435/005,"A167 Tyne Bridge - from boundary (80m south of Gateshead side Bridge Tower) to Central Motorway",016,04435,Principal,"TYNE BRIDGE",452,Ouseburn,A167-0005,A167-0010,425413,563617,425185,564006,54.966453294024,-1.603018187261,54.969960830997,-1.6065455605874
018/02330/020,"A193 Newbridge Street A193 / A167 Roundabout",016,02330,Principal,"NEW BRIDGE STREET",224,"Westgate (City Centre)",A193-0425,A193-0425,425316,564566,425316,564566,54.974986939149,-1.6044496003898,54.974986939149,-1.6044496003898
005/00776/020,"A1058 Coast Road - Westbound slip on from A188 (from r/bt to end of give way markings)",014,00776,Principal,"COAST ROAD",191,"North Heaton",A1058-0335,A1058-0340,427014,566498,426842,566421,54.992260656415,-1.5777377403887,54.991577959593,-1.5804334517387
005/00776/045,"A1058 Coast Road - Eastbound slip on from Benfield Road - from Benfield Road junction to Boundary (centre railway overbridge)",014,00776,Principal,"COAST ROAD",406,Dene,A1058-0350,A1058-0365,427837,566769,428218,566913,54.994650796795,-1.564847287433,54.995923472138,-1.5588774305494
005/00776/050,"A1058 Coast Road - Westbound slip off to Benfield Road - from Boundary (centre railway overbridge) to Benfield Road junction",014,00776,Principal,"COAST ROAD",383,"North Heaton",A1058-0370,A1058-0355,428209,566887,427856,566741,54.995690321208,-1.5590206822491,54.994398099082,-1.5645530104685
016/04424/055,"A167 North West Radial - Southbound slip on from Cowhill (from junction to end of hatched area)",025,04424,Principal,"JEDBURGH ROAD (NORTH WEST RADIAL ROUTE)",315,Wingrove,A189-0825,A167-0360,423252,566115,423508,565935,54.989008496334,-1.6365721349318,54.987378808549,-1.6325857321283
016/04424/060,"A167 North West Radial - Northbound slip on from Cowhill (from junction to end of hatched area / start of no car lane)",025,04424,Principal,"JEDBURGH ROAD (NORTH WEST RADIAL ROUTE)",373,Wingrove,A189-0815,A167-0365,423198,566035,422856,566178,54.988292050198,-1.6374226147652,54.989593012978,-1.6427564358927
018/00723/010,"A186 City Road - Lower Level - from City Road upper level (opposite Keelman's Hospital ) south-west to Milkmarket junction",016,00723,Principal,"CITY ROAD",85,Ouseburn,A186-0730,A186-0735,425601,564144,425535,564092,54.971179846432,-1.6000344226972,54.970715906383,-1.6010701475756
018/00723/012,"A186 City Road - Lower Level - from Milkmarket Junction north-west to Pandon Bank",016,00723,Principal,"CITY ROAD",151,Ouseburn,A186-0735,A186-0715,425535,564092,425392,564140,54.970715906383,-1.6010701475756,54.97115459139,-1.603299905863
018/00723/013,"A186 City Road - Lower Level - from Pandon Bank north-west to City Road / Melbourne Street",016,00723,Principal,"CITY ROAD",112,Ouseburn,A186-0715,A186-0805,425392,564140,425287,564181,54.97115459139,-1.603299905863,54.97152839942,-1.6049366643517
018/00723/015,"A186 City Road - from Pandon Bank east to Traffic-signal junction (end of one way street at Keelman's Hospital)",016,00723,Principal,"CITY ROAD",217,Ouseburn,A186-0720,A186-0725,425396,564152,425597,564151,54.971262232114,-1.6032363523215,54.971242961208,-1.6000962881477
018/00723/020,"A186 City Road - from Traffic-signal junction (end of one way street at Keelman's Hospital) to Glasshouse Bridge",016,00723,Principal,"CITY ROAD",772,Ouseburn,A186-0740,A186-1005,425600,564147,426338,564197,54.971206858933,-1.6000497774155,54.971617752118,-1.5885156952258
016/04424/065,"A167 North West Radial - Southbound slip off to Cowhill (from start of broken edge lines to junction)",025,04424,Principal,"JEDBURGH ROAD (NORTH WEST RADIAL ROUTE)",388,Kenton,A167-0370,A189-0820,422864,566202,423244,566119,54.989808335174,-1.642629480741,54.989044818009,-1.6366968471338
016/04424/040,"A167 North West Radial - Southbound slip off to North Terrace (from start of broken edge line to junction)",025,04424,Principal,"JEDBURGH ROAD (NORTH WEST RADIAL ROUTE)",371,Wingrove,A167-0355,A167-0350,424090,565631,424436,565498,54.984618935419,-1.6235152484471,54.983406804235,-1.618119349832
018/04389/015,"A167 Central Motorway - Northbound slip off to City Road - from start of broken edge lines to R/bt",024,04389,Principal,"CENTRAL MOTORWAY EAST (A167M)",157,"Westgate (City Centre)",A167-0105,A167-0110,425194,563975,425134,564115,54.969681777489,-1.6064076853409,54.970942994367,-1.6073327346423
018/04389/085,"A167 Central Motorway - Northbound slip off to Great North Road Southbound - from start of broken edge lines A167 to end of broken edge lines B1318",024,04389,Principal,"CENTRAL MOTORWAY EAST (A167M)",353,"South Jesmond",A167-0205,A167-0210,425033,565377,424930,565159,54.982289727976,-1.608800373,54.98033571898,-1.6104289192039
018/04389/090,"A167 Central Motorway - Southbound link on from section 016/04424/015 - from bullnose to end of broken edge lines",024,04389,Principal,"CENTRAL MOTORWAY EAST (A167M)",176,"South Jesmond",A167-0225,A167-0230,424880,565396,425036,565385,54.982468147049,-1.611189646943,54.982361473491,-1.6087527929971
005/00305/005,"A191 Benton Park Road - Eastbound - from Haddricksmill Bridge bullnose to bullnose",005,00305,Principal,"BENTON PARK ROAD",115,Dene,A191-1005,A191-1010,425522,568107,425630,568143,55.006799449105,-1.6009153994868,55.007117430539,-1.5992234360275
005/00305/010,"A191 Benton Park Road - Westbound - from Haddricksmill Bridge bullnose to bullnose",005,00305,Principal,"BENTON PARK ROAD",117,Dene,A191-1015,A191-1020,425634,568137,425526,568101,55.007063302593,-1.5991614274052,55.006745322015,-1.6008533890704
005/00305/015,"A191 Benton Park Road - from Bullnose to Boundary (A188 R/bt)",005,00305,Principal,"BENTON PARK ROAD",1440,Dene,A191-1025,A191-1030,425631,568140,427043,568364,55.007090418073,-1.5992080682685,55.009028774605,-1.5771080986679
024/03794/012,"A167 Stamfordham Road - from Two Ball Lonnen R/bt to Bullnose Druridge Drive / Acomb Gardens",026,03794,Principal,"STAMFORDHAM ROAD",550,Blakelaw,A167-0530,A167-0535,421958,566173,421417,566161,54.989588482559,-1.6567924412798,54.989504197904,-1.6652491049659
012/05041/005,"A1058 Cradlewell Bypass - Eastbound - from Sandyford Road junction to Osborne Avenue / Jesmond Road junction",019,05041,Principal,"CRADLEWELL BYPASS",319,"South Jesmond",A1058-0105,A1058-0110,425882,565696,426097,565928,54.985113198121,-1.5955042861963,54.987186966286,-1.5921231229143
012/05041/010,"A1058 Cradlewell Bypass - Westbound - from Osborne Avenue / Jesmond Road Junction to Sandyford Road junction",019,05041,Principal,"CRADLEWELL BYPASS",319,"South Jesmond",A1058-0115,A1058-0120,426105,565920,425886,565692,54.987114650945,-1.5919988215623,54.985077042182,-1.5954421356115
012/05041/015,"A1058 Cradlewell Bypass - from Osborne Avenue / Jesmond Road junction to Stephenson Road (bullnose at Jesmond Park West)",019,05041,Principal,"CRADLEWELL BYPASS",554,"South Jesmond",A1058-0125,A1058-0130,426101,565924,426547,566248,54.987150808631,-1.5920609721824,54.990039023394,-1.5850604929679
005/03019/005,"A1058 Stephenson Road - Eastbound - from Cradlewell Bypass (bullnose at Jesmond Park West) to Heaton Road",014,03019,Principal,"STEPHENSON ROAD",229,"North Heaton",A1058-0205,A1058-0210,426544,566251,426737,566370,54.990066144304,-1.5851071046101,54.991125271802,-1.5820794176025
005/03019/010,"A1058 Stephenson Road - Westbound - from Heaton Road to Cradlewell Bypass (bullnose at Jesmond Park West)",014,03019,Principal,"STEPHENSON ROAD",226,"North Heaton",A1058-0215,A1058-0220,426741,566364,426550,566245,54.991071135059,-1.5820174566505,54.990011902465,-1.5850138813885
005/03019/015,"A1058 Stephenson Road - from Heaton Road to Coast Road (Bullnose)",014,03019,Principal,"STEPHENSON ROAD",116,"North Heaton",A1058-0225,A1058-0230,426740,566368,426840,566427,54.99110713673,-1.5820327133914,54.99163198934,-1.5804641502798
005/00776/015,"A1058 Coast Road - Eastbound slip off to A188 (from start of Bus Stop Give Way Markings to R/bt)",014,00776,Principal,"COAST ROAD",201,"North Heaton",A1058-0325,A1058-0330,426829,566429,426994,566541,54.9916505561,-1.5806358986551,54.992648181445,-1.5780463013266
016/00209/005,"A189 Barrack Road - Northbound - from Strawberry Place to Stanhope Street",024,00209,Principal,"BARRACK ROAD",357,"Westgate (City Centre)",A189-0505,A189-0510,424280,564450,423990,564638,54.973996000626,-1.6206460282343,54.975699615193,-1.6251611820894
016/00209/010,"A189 Barrack Road - Southbound - from  Stanhope Street to Strawberry Place",024,00209,Principal,"BARRACK ROAD",360,"Westgate (City Centre)",A189-0515,A189-0520,423996,564647,424287,564455,54.975780209829,-1.6250666819958,54.974040594788,-1.6205362382909
016/00209/015,"A189 Barrack Road - from Stanhope Street to Hunters Road",024,00209,Principal,"BARRACK ROAD",879,Wingrove,A189-0605,A189-0705,423992,564644,423392,565273,54.975753441268,-1.6251294309544,54.981434837189,-1.6344527556852
018/02330/010,"A193 New Bridge Street - Westbound - from Argyle Street to A167 R/bt",016,02330,Principal,"NEW BRIDGE STREET",182,Ouseburn,A193-0415,A193-0420,425468,564485,425301,564534,54.974251242874,-1.602081934271,54.974700115691,-1.6046867868942
018/02330/015,"A193 New Bridge Street - Eastbound  - from A167 R/bt to Argyle Street",016,02330,Principal,"NEW BRIDGE STREET",178,Ouseburn,A193-0425,A193-0430,425316,564566,425468,564494,54.974986939149,-1.6044496003898,54.974332126237,-1.6020811345536
018/02330/005,"A193 New Bridge Street - from Crawhall Rd to Argyle Street",016,02330,Principal,"NEW BRIDGE STREET",451,Ouseburn,A193-0405,A193-0410,425916,564540,425471,564487,54.974722430115,-1.5950774960242,54.97426906361,-1.6020348850844
016/01368/005,"A189 Gallowgate - Northbound - from St James Boulevard junction to Strawberry Place",024,01368,Principal,GALLOWGATE,89,"Westgate (City Centre)",A189-0405,A189-0505,424343,564389,424280,564450,54.973444716164,-1.6196669126233,54.973996000626,-1.6206460282343
016/01368/010,"A189 Gallowgate - Southbound - from Strawberry Place to St James Boulevard junction",024,01368,Principal,GALLOWGATE,83,"Westgate (City Centre)",A189-0520,A189-0410,424287,564455,424347,564399,54.974040594788,-1.6205362382909,54.97353439134,-1.6196035690558
027/02887/012,"A695 Scotswood Road - Eastbound - from Scotswood Bridge R/bt to Whitehouse Road junction",008,02887,Principal,"SCOTSWOOD ROAD",1610,"Benwell and Scotswood",A695-0030,A695-0035,420058,563800,421625,563482,54.96834220872,-1.6866553864317,54.965418778467,-1.6622002654457
027/02887/015,"A695 Scotswood Road - Eastbound - from Whitehouse Road junction to William Armstrong Drive junction",008,02887,Principal,"SCOTSWOOD ROAD",1389,Elswick,A695-0035,A695-0050,421625,563482,422981,563197,54.965418778467,-1.6622002654457,54.962796781229,-1.6410417512582
027/02887/016,"A695 Scotswood Road - Westbound - from William Armstrong Drive junction to Whitehouse Road junction",008,02887,Principal,"SCOTSWOOD ROAD",1393,Elswick,A695-0055,A695-0040,422983,563184,421621,563471,54.96267985675,-1.6410115540652,54.965320093735,-1.662263576756
027/02887/013,"A695 Scotswood Road - Westbound  from- Whitehouse Road junction to Scotswood Bridge R/bt",008,02887,Principal,"SCOTSWOOD ROAD",1596,"Benwell and Scotswood",A695-0040,A695-0045,421621,563471,420067,563776,54.965320093735,-1.662263576756,54.968126155266,-1.6865164711287
027/02887/018,"A695 Scotswood Road - Eastbound - from William Armstrong Drive junction to Park Road junction",008,02887,Principal,"SCOTSWOOD ROAD",520,Elswick,A695-0050,A695-0060,422981,563197,423496,563257,54.962796781229,-1.6410417512582,54.963311998398,-1.6329928292859
027/02887/020,"A695 Scotswood Road - Westbound - from Park Road junction to William Armstrong Drive junction",008,02887,Principal,"SCOTSWOOD ROAD",521,Elswick,A695-0065,A695-0055,423499,563244,422983,563184,54.963195024825,-1.6329470355141,54.96267985675,-1.6410115540652
027/02887/022,"A695 Scotswood Road - Eastbound - from Park Road junction to Plummer Street R/bt",008,02887,Principal,"SCOTSWOOD ROAD",612,Elswick,A695-0060,A695-0070,423496,563257,424073,563462,54.963311998398,-1.6329928292859,54.965126818485,-1.623963104222
027/02887/025,"A695 Scotswood Road - Westbound - from Plummer Street R/bt to Park Road junction",008,02887,Principal,"SCOTSWOOD ROAD",617,Elswick,A695-0075,A695-0065,424079,563451,423499,563244,54.965027670824,-1.623870305923,54.963195024825,-1.6329470355141
012/01835/005,"A1058 Jesmond Road - from A167(M) Central Motorway (bullnose) to Osborne Road junction",019,01835,Principal,"JESMOND ROAD",85,"South Jesmond",A1058-0005,A1058-0010,425334,565370,425409,565410,54.982211601409,-1.6040972819718,54.982567262588,-1.6029217158723
012/01835/020,"A1058 Jesmond Road - from Bullnose to Sandyford Road",019,01835,Principal,"JESMOND ROAD",457,"South Jesmond",A1058-0035,A1058-0040,425490,565461,425882,565693,54.98302146265,-1.6016513871244,54.985086237069,-1.5955045572834
012/01835/010,"A1058 Jesmond Road - Eastbound - from Osborne Road junction to Bullnose",019,01835,Principal,"JESMOND ROAD",91,"South Jesmond",A1058-0015,A1058-0020,425409,565419,425487,565465,54.982648145848,-1.6029209175965,54.983057564267,-1.6016979129023
012/01835/015,"A1058 Jesmond Road - Westbound - from Bullnose to Osborne Road junction",019,01835,Principal,"JESMOND ROAD",96,"South Jesmond",A1058-0025,A1058-0030,425492,565458,425415,565405,54.98299439922,-1.6016203996486,54.982522021351,-1.6028283971757
013/01878/005,"A191 Kenton Road - from Kenton Lane junction to Salters Road R/bt",011,01878,Principal,"KENTON ROAD",238,Kenton,A191-0405,A191-0410,423119,567807,423210,567588,55.004220768966,-1.6385142047303,55.002248373329,-1.6371091381683
023/05251/010,"A189 St James Boulevard - Southbound - from Gallowgate to 60m south Scotswood Road (adj Lamp Column 3R189)",024,05251,Principal,"ST JAMES BOULEVARD",919,"Westgate (City Centre)",A189-0115,A189-0120,424350,564385,424235,563508,54.973408425904,-1.6195578876776,54.965532373612,-1.6214287262054
023/05251/005,"A189 St James Boulevard - Northbound - from 60m south Scotswood Road (adj Lamp Column 4R189) to Gallowgate",024,05251,Principal,"ST JAMES BOULEVARD",929,"Westgate (City Centre)",A189-0105,A189-0110,424231,563504,424336,564392,54.965496619787,-1.6214915460648,54.973472019266,-1.6197760226697
003/05091/006,"A193 Shields Road Bypass - from A193 / A187 R/bt to bullnose (beginning of duals) before A193 / B1312 Byker Bank R/bt",003,05091,Principal,"SHIELDS ROAD BYPASS",841,Byker,A193-0210,A193-0215,427356,564863,426593,564603,54.977548254647,-1.57254817639,54.975252940381,-1.5844942231758
003/05091/008,"A193 Shields Road Bypass - eastbound - from A193 / B1312 Byker Bank R/bt to bullnose (end of duals)",003,05091,Principal,"SHIELDS ROAD BYPASS",55,"South Heaton",A193-0230,A193-0235,426544,564628,426593,564607,54.975480228686,-1.585257492216,54.975288888459,-1.584493852023
003/05091/007,"A193 Shields Road Bypass - westbound - from bullnose (beginning of duals) to A193 / B1312 Byker Bank R/bt",003,05091,Principal,"SHIELDS ROAD BYPASS",60,Byker,A193-0220,A193-0225,426592,564599,426535,564612,54.975217045674,-1.5845102184856,54.975336915746,-1.5853995919585
018/04389/020,"A167 Central Motorway - Southbound slip on from City Road - from R/bt to end of broken edge lines",024,04389,Principal,"CENTRAL MOTORWAY EAST (A167M)",145,Ouseburn,A167-0115,A167-0120,425177,564119,425206,563979,54.970976771986,-1.6066606140501,54.969717118909,-1.6062198690518
003/02922/015,"A193 Shields Road - from Stotts Road / Logan Road Roundabout to Centre Newcastle Shopping Park / Huddleston Road junction",018,02922,Principal,"SHIELDS ROAD",1699,"South Heaton",A193-0015,A193-0020,429009,566024,427520,565258,54.987888614783,-1.5466024929049,54.981089086431,-1.5699477322601
003/02922/005,"A193 Shields Road - from Boundary to Stotts Road / Logan Road Roundabout",018,02922,Principal,"SHIELDS ROAD",188,Walkergate,A193-0005,A193-0010,429164,566152,429020,566034,54.989029892094,-1.544166962675,54.98797784349,-1.5464295605402
003/02922/010,"A193 Shields Road - Stotts Road / Logan Road Roundabout",018,02922,Principal,"SHIELDS ROAD",44,Walkergate,A193-0010,A193-0010,429020,566034,429020,566034,54.98797784349,-1.5464295605402,54.98797784349,-1.5464295605402
027/02887/110,"A189 Scotswood Road - Westbound - from St James Boulevard to Plummer St. R/bt",008,02887,Principal,"SCOTSWOOD ROAD",155,Elswick,A189-0005,A189-0010,424228,563502,424099,563461,54.965478791471,-1.6215385764011,54.965116575032,-1.6235570600489
027/02887/105,"A189 Scotswood Road - Eastbound - from Plummer St. R/bt to St James Boulevard",008,02887,Principal,"SCOTSWOOD ROAD",148,Elswick,A189-0015,A189-0020,424093,563475,424180,563577,54.96524268416,-1.6236496057402,54.966155152909,-1.6222820340207
027/02887/027,"A695 Scotswood Road - Plummer Street R/bt",008,02887,Principal,"SCOTSWOOD ROAD",84,Elswick,A695-0080,A695-0080,424075,563457,424075,563457,54.965081786503,-1.6239322833377,54.965081786503,-1.6239322833377
023/02576/005,"A695 Plummer Street - from Scotswood Rd to Railway Street",008,02576,Principal,"PLUMMER STREET",71,Elswick,A695-0105,A695-0205,424094,563451,424126,563387,54.965026945979,-1.6236360017641,54.964450225214,-1.6231415369613
015/01335/030,"A187 Fossway - Coutts Road / West Farm Road R/bt",003,01335,Principal,FOSSWAY,49,Walkergate,A187-0030,A187-0030,428462,565384,428462,565384,54.982168514873,-1.5552151613002,54.982168514873,-1.5552151613002
015/01335/035,"A187 Fossway - from Coutts Road / West Farm Road R/bt to Centre Newcastle Shopping Park / Huddleston Road junction",003,01335,Principal,FOSSWAY,896,Byker,A187-0035,A187-0040,428447,565377,427622,565045,54.982106462882,-1.555450258361,54.979169211497,-1.5683743736432
015/01335/015,"A187 Fossway - from A187 / A186 Waverdale Avenue R/bt to Whinneyfield Road R/bt",003,01335,Principal,FOSSWAY,789,Walkergate,A187-0015,A187-0020,429384,565608,428617,565424,54.984128059109,-1.5407843008659,54.98251911334,-1.5527890126262
015/01335/025,"A187 Fossway - from Whinneyfield Road R/bt to Coutts Road / West Farm Road R/bt",003,01335,Principal,FOSSWAY,151,Byker,A187-0025,A187-0030,428608,565422,428462,565384,54.982501656359,-1.5529298547105,54.982168514873,-1.5552151613002
015/01335/020,"A187 Fossway - Whinneyfield Road R/bt",003,01335,Principal,FOSSWAY,27,Walkergate,A187-0020,A187-0020,428617,565424,428617,565424,54.98251911334,-1.5527890126262,54.98251911334,-1.5527890126262
018/04389/045,"A167 Central Motorway - Northbound slip on from A193 - from R/bt to end of broken edge lines",024,04389,Principal,"CENTRAL MOTORWAY EAST (A167M)",239,"South Jesmond",A167-0165,A167-0170,425274,564607,425340,564835,54.975357540064,-1.6051021973306,54.977403232858,-1.6040508364957
009/03306/002,"A186 West Road - from A1 R/bt to bullnose before A186 / A191 Denton Road R/bt",008,03306,Principal,"WEST ROAD",481,"Benwell and Scotswood",A186-0005,A186-0010,419746,565617,420185,565422,54.984684271337,-1.6914041513021,54.98291418842,-1.6845571957545
009/03306/004,"A186 West Road - Eastbound - from bullnose to A186 / A191 Denton Road R/bt",008,03306,Principal,"WEST ROAD",92,Fenham,A186-0015,A186-0020,420188,565425,420272,565391,54.982941028168,-1.6845101023709,54.982632055041,-1.6831998127106
009/03306/005,"A186 West Road - Westbound - from A186 / A191 Denton Road R/bt to bullnose",008,03306,Principal,"WEST ROAD",91,"Benwell and Scotswood",A186-0025,A186-0030,420267,565382,420185,565419,54.982551374532,-1.6832785854886,54.982887227095,-1.6845574071431
018/04389/025,"A167 Central Motorway - Northbound slip on from City Road / slip off to A193 - from City Road R/bt to A193 R/bt",024,04389,Principal,"CENTRAL MOTORWAY EAST (A167M)",372,"Westgate (City Centre)",A167-0135,A167-0140,425149,564221,425262,564543,54.971894864916,-1.6070890972415,54.974782977882,-1.6052953295146
018/04389/030,"A167 Central Motorway - Southbound slip on from A193 / slip off to City Road - from A193 R/bt to City Road R/bt",024,04389,Principal,"CENTRAL MOTORWAY EAST (A167M)",392,Ouseburn,A167-0145,A167-0150,425296,564533,425177,564196,54.974691382512,-1.6047649951357,54.971668774817,-1.6066538514436
018/04389/050,"A167 Central Motorway - Southbound slip on from A1058 / slip off to A193 - from bullnose A1058 to A193 R/bt",024,04389,Principal,"CENTRAL MOTORWAY EAST (A167M)",850,Ouseburn,A167-0200,A167-0175,425337,565363,425314,564592,54.98214853961,-1.6040510203417,54.975220703849,-1.6044785521637
018/04389/060,"A167 Central Motorway - Northbound slip on from Camden Street / slip off to A1058 - from Camden St to A1058 bullnose",024,04389,Principal,"CENTRAL MOTORWAY EAST (A167M)",580,Ouseburn,A167-0180,A167-0190,425430,564894,425330,565373,54.977928882364,-1.602639346823,54.982238765918,-1.6041595243615
018/04389/075,"A167 Central Motorway - Northbound slip on from A1058 / slip off to Great North Road - from bullnose A1058 to end of hatched area B1318",024,04389,Principal,"CENTRAL MOTORWAY EAST (A167M)",814,"South Jesmond",A167-0195,A167-0215,425335,565366,424821,565739,54.982175602427,-1.6040820088068,54.985553644042,-1.6120819197548
016/04424/015,"A167 North West Radial - Northbound slip on from Great North Road / slip off to North Terrace - from start of broken edge lines B1318 to North Terrace R/bt",025,04424,Principal,"JEDBURGH ROAD (NORTH WEST RADIAL ROUTE)",651,"Westgate (City Centre)",A167-0325,A167-0335,424900,565226,424415,565421,54.980939351094,-1.6108918821175,54.982715831543,-1.61845408799
016/04424/020,"A167 North West Radial Southbound slip on from North Terrace / slip off to Great North Road - from North Terrace junc. to end of hatched area A167(M) slip on",025,04424,Principal,"JEDBURGH ROAD (NORTH WEST RADIAL ROUTE)",538,Wingrove,A167-0350,A167-0330,424436,565498,424836,565592,54.983406804235,-1.618119349832,54.984231802127,-1.6118602426647
